2.000000000000000000e+01,2.132138082081704300e-01
4.000000000000000000e+01,2.750621391124208781e+00
6.000000000000000000e+01,2.828151889051849777e-01
8.000000000000000000e+01,2.589869535101520515e-01
1.000000000000000000e+02,4.707571785749170346e+00
1.200000000000000000e+02,1.789538307236580694e+00
1.400000000000000000e+02,2.381223041505959388e-04
1.600000000000000000e+02,7.081986113617011469e-01
1.800000000000000000e+02,2.476580997850569010e-01
2.000000000000000000e+02,1.494311993513322445e+00
2.200000000000000000e+02,4.124577936007872148e-01
2.400000000000000000e+02,6.943787356621875517e-01
2.600000000000000000e+02,2.703507586793688078e-01
2.800000000000000000e+02,5.852788723229508383e-01
3.000000000000000000e+02,3.569540415669824607e-01
3.200000000000000000e+02,4.246217864101179407e-01
3.400000000000000000e+02,1.393896095529986690e-04
3.600000000000000000e+02,4.382137476060338765e-01
3.800000000000000000e+02,3.996512817426627895e-01
4.000000000000000000e+02,4.699941812705087929e-01
4.200000000000000000e+02,2.447304470151108191e-01
4.400000000000000000e+02,2.110811695900168261e-01
4.600000000000000000e+02,4.229695613406227461e-01
4.800000000000000000e+02,1.626250354448931235e-01
5.000000000000000000e+02,1.814921445077384843e-01
5.200000000000000000e+02,2.508411609616615356e-01
5.400000000000000000e+02,2.107249932500918355e-01
5.600000000000000000e+02,2.769420254921173274e-01
5.800000000000000000e+02,2.066359382254547017e-01
6.000000000000000000e+02,1.503745466769664529e-01
6.200000000000000000e+02,1.640070005192009461e-01
6.400000000000000000e+02,1.057444938217439873e-01
6.600000000000000000e+02,1.612504825526410723e-01
6.800000000000000000e+02,1.923703260256920122e-01
7.000000000000000000e+02,2.000518786277335204e-01
7.200000000000000000e+02,1.619341648522873711e-01
7.400000000000000000e+02,1.440934634260871983e-01
7.600000000000000000e+02,1.472693976126137894e-01
7.800000000000000000e+02,9.939362565374670888e-02
8.000000000000000000e+02,1.696385351935884855e-01
8.200000000000000000e+02,1.313604304592716765e-01
8.400000000000000000e+02,1.621194436907233971e-01
8.600000000000000000e+02,1.230935013922114796e-01
8.800000000000000000e+02,2.293184827444400276e-01
9.000000000000000000e+02,1.593131024029037779e-01
9.200000000000000000e+02,1.916814975381592734e-01
9.400000000000000000e+02,1.260139168818480704e-01
9.600000000000000000e+02,1.468311620405822193e-01
9.800000000000000000e+02,1.318187683598555371e-01
1.000000000000000000e+03,1.525009098267079699e-01
1.020000000000000000e+03,1.476505635450890974e-01
1.040000000000000000e+03,1.017884415848526597e-01
1.060000000000000000e+03,1.245868818456585259e-01
1.080000000000000000e+03,1.241248574856063797e-01
1.100000000000000000e+03,1.206450372590643916e-01
1.120000000000000000e+03,1.323953996332491723e-01
1.140000000000000000e+03,1.384052461587013394e-01
1.160000000000000000e+03,1.197309539391793048e-01
1.180000000000000000e+03,1.442804051126837517e-01
1.200000000000000000e+03,1.458918026006402746e-01
1.220000000000000000e+03,1.355864264166127819e-01
1.240000000000000000e+03,1.351871122193015196e-01
1.260000000000000000e+03,1.361376353230812353e-01
1.280000000000000000e+03,1.437888282651210159e-01
1.300000000000000000e+03,1.287202295784042327e-01
1.320000000000000000e+03,1.649367658584423302e-01
1.340000000000000000e+03,1.449184977585354916e-01
1.360000000000000000e+03,1.478303571875204392e-01
1.380000000000000000e+03,1.359912232750846994e-01
1.400000000000000000e+03,1.400263943576860182e-01
1.420000000000000000e+03,1.136139060911839915e-01
1.440000000000000000e+03,1.306687968818978085e-01
1.460000000000000000e+03,1.256016053961604428e-01
1.480000000000000000e+03,1.433613428207309581e-01
1.500000000000000000e+03,1.447895328168186668e-01
1.520000000000000000e+03,1.356541732786704646e-01
1.540000000000000000e+03,1.311304094018348188e-01
1.560000000000000000e+03,1.405702347582340750e-01
1.580000000000000000e+03,1.304229270946093699e-01
1.600000000000000000e+03,1.275900613305378795e-01
1.620000000000000000e+03,1.336653353203189620e-01
1.640000000000000000e+03,1.282233894670434804e-01
1.660000000000000000e+03,1.303397048164440242e-01
1.680000000000000000e+03,1.353564479785178409e-01
1.700000000000000000e+03,1.319360014202153042e-01
1.720000000000000000e+03,1.341020280109963270e-01
1.740000000000000000e+03,1.374807231667438123e-01
1.760000000000000000e+03,1.322314524540550429e-01
1.780000000000000000e+03,1.380623466610372274e-01
1.800000000000000000e+03,1.340467975642948006e-01
