2.000000000000000000e+01,4.789468210470793075e-01,9.988140020373022310e+01
4.000000000000000000e+01,1.000722324932903362e-01,7.015336916519940132e+03
6.000000000000000000e+01,5.881894656928228216e-01,9.679732664321980096e+00
8.000000000000000000e+01,6.452865914084576771e-01,4.780980662890193855e+00
1.000000000000000000e+02,1.000006093936529061e-01,1.455875907521077650e+01
1.200000000000000000e+02,2.488735089386081289e-01,1.267103840931431158e+01
1.400000000000000000e+02,1.228377221917618778e+00,4.387503990401473430e-01
1.600000000000000000e+02,5.312914611460572978e-01,4.212580674314322593e+00
1.800000000000000000e+02,7.882910926396076157e-01,1.083969218950122659e+00
2.000000000000000000e+02,3.346021413492483720e-01,4.716361024421476533e-01
2.200000000000000000e+02,7.465925955956019822e-01,1.195265064049432224e+00
2.400000000000000000e+02,6.244278204307912583e-01,1.709460146648172696e+00
2.600000000000000000e+02,1.084811380617406229e+00,5.191036815545294614e-01
2.800000000000000000e+02,7.200537754140768909e-01,1.077536193312637502e+00
3.000000000000000000e+02,8.761262190734561139e-01,5.173426348111537232e-01
3.200000000000000000e+02,8.614390035808683344e-01,5.897460238179023095e-01
3.400000000000000000e+02,1.383230928113292624e+00,9.838654603383802100e-02
3.600000000000000000e+02,8.888559470080545921e-01,4.986390389369086407e-01
3.800000000000000000e+02,9.268223871692636839e-01,3.882648032838663665e-01
4.000000000000000000e+02,9.036774042001302076e-01,4.726769590550930489e-01
4.200000000000000000e+02,1.196726728228196590e+00,1.908593990553217323e-01
4.400000000000000000e+02,1.267280840487835958e+00,1.559866973934279921e-01
4.600000000000000000e+02,9.839643897955533403e-01,3.283113447003876972e-01
4.800000000000000000e+02,1.354707912757149080e+00,1.014890502392332278e-01
5.000000000000000000e+02,1.399439429059662565e+00,1.150196426837340330e-01
5.200000000000000000e+02,1.249358069145056094e+00,1.357263553372465570e-01
5.400000000000000000e+02,1.325300331103117513e+00,1.145120327696233925e-01
5.600000000000000000e+02,1.236992040670149340e+00,1.362746750668313578e-01
5.800000000000000000e+02,1.367251470134882352e+00,1.028930262770424153e-01
6.000000000000000000e+02,1.446096257697749632e+00,6.916815624211235247e-02
6.200000000000000000e+02,1.460725547686575032e+00,7.406592223603923608e-02
6.400000000000000000e+02,1.515403792088225954e+00,5.015289952864895179e-02
6.600000000000000000e+02,1.495606529326261924e+00,7.005161405193824353e-02
6.800000000000000000e+02,1.446571623330036083e+00,6.663412897985517003e-02
7.000000000000000000e+02,1.461008367587853352e+00,7.326196722801603389e-02
7.200000000000000000e+02,1.545474907918408469e+00,6.327123834873994712e-02
7.400000000000000000e+02,1.573639557797439137e+00,5.291319113089779785e-02
7.600000000000000000e+02,1.575900570070573270e+00,5.192485954411239779e-02
7.800000000000000000e+02,1.653239211212359727e+00,3.752860294810679564e-02
8.000000000000000000e+02,1.558509078046266483e+00,5.354069635239525060e-02
8.200000000000000000e+02,1.632225632530086123e+00,4.073342017457385472e-02
8.400000000000000000e+02,1.591552530899351225e+00,4.607666611353920805e-02
8.600000000000000000e+02,1.665945943082753233e+00,3.447804207180597130e-02
8.800000000000000000e+02,1.503836637981178503e+00,6.012586297019559267e-02
9.000000000000000000e+02,1.627577503366342215e+00,3.967249175194113853e-02
9.200000000000000000e+02,1.584279311750674157e+00,4.383029390975229367e-02
9.400000000000000000e+02,1.704252210304468829e+00,3.094536334429968602e-02
9.600000000000000000e+02,1.671072634978200355e+00,3.607045965326812625e-02
9.800000000000000000e+02,1.724811821617868501e+00,3.163901065995310125e-02
1.000000000000000000e+03,1.699327715170795283e+00,3.508713144688791613e-02
1.020000000000000000e+03,1.704892523118676673e+00,3.678246645799850001e-02
1.040000000000000000e+03,1.774191915397545838e+00,2.173003493540927311e-02
1.060000000000000000e+03,1.777907342076956443e+00,2.762600449201928904e-02
1.080000000000000000e+03,1.767360825579552763e+00,3.039994510072445422e-02
1.100000000000000000e+03,1.791025325453084571e+00,2.411072865236723109e-02
1.120000000000000000e+03,1.792000684225894647e+00,2.515081337767847286e-02
1.140000000000000000e+03,1.766916175097118957e+00,2.531782089835817040e-02
1.160000000000000000e+03,1.813740933597874472e+00,2.412827858566107819e-02
1.180000000000000000e+03,1.790240695590304076e+00,2.839739114631641831e-02
1.200000000000000000e+03,1.790359345484767051e+00,2.673052966928258362e-02
1.220000000000000000e+03,1.822913949698121039e+00,2.236757133315239385e-02
1.240000000000000000e+03,1.821336622546644524e+00,2.256555143685079826e-02
1.260000000000000000e+03,1.827815848515477848e+00,2.353038372441084575e-02
1.280000000000000000e+03,1.825788288678255489e+00,2.571641828818572659e-02
1.300000000000000000e+03,1.844697686728249408e+00,2.142437156433582221e-02
1.320000000000000000e+03,1.809963350506898827e+00,2.544822042544460372e-02
1.340000000000000000e+03,1.858845870858095051e+00,2.280764444105630104e-02
1.360000000000000000e+03,1.847645464059968878e+00,2.466616105081211388e-02
1.380000000000000000e+03,1.876445734895740625e+00,2.380660672015445095e-02
1.400000000000000000e+03,1.888085715819114219e+00,2.108049061092708357e-02
1.420000000000000000e+03,1.940427238292708800e+00,2.010563337391011937e-02
1.440000000000000000e+03,1.924802423977651333e+00,2.081936805528746340e-02
1.460000000000000000e+03,1.927331052048156801e+00,2.056481965001135878e-02
1.480000000000000000e+03,1.896350863144794285e+00,2.286444038078777607e-02
1.500000000000000000e+03,1.905875838721911242e+00,2.061066128168705797e-02
1.520000000000000000e+03,1.936860081199268002e+00,2.078752726165098569e-02
1.540000000000000000e+03,1.961059281045058000e+00,1.633659802730496810e-02
1.560000000000000000e+03,1.939940852682385586e+00,2.056256760973282360e-02
1.580000000000000000e+03,1.969774475249253420e+00,1.751249909968718294e-02
1.600000000000000000e+03,1.972630686740113548e+00,1.589548950344003495e-02
1.620000000000000000e+03,1.981390886272904606e+00,2.042037703538974319e-02
1.640000000000000000e+03,1.990044224473864531e+00,1.867068723727555862e-02
1.660000000000000000e+03,1.996016002512842835e+00,1.713891274172933687e-02
1.680000000000000000e+03,2.010742545114204027e+00,1.767610015193429862e-02
1.700000000000000000e+03,2.000275395509660381e+00,1.646477882787230479e-02
1.720000000000000000e+03,2.015634619965973151e+00,1.906081505042894753e-02
1.740000000000000000e+03,2.011804900179507971e+00,1.668336763235351433e-02
1.760000000000000000e+03,2.021517426262072537e+00,1.581458721200141790e-02
1.780000000000000000e+03,2.020710433467355571e+00,1.507606512846852709e-02
1.800000000000000000e+03,2.041663879219102196e+00,1.555725484892452916e-02
